,Title,Link,cor_A,inst,Author,vol_num,paper_type,Journal,
429,Pitch-derived carbon coated SnO2-CoO yolk-shell microspheres with excellent long-term cycling and rate performances as anode materials for lithium-ion batteries,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=66&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Kang YC,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Choi Jae Hun, Park Gi Dae, Jung Dae Soo, Kang Yun Chan",726-735,Article,CHEMICAL ENGINEERING JOURNAL,
430,Unique structured microspheres with multishells comprising graphitic carbon-coated Fe3O4 hollow nanopowders as anode materials for high-performance Li-ion batteries,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=69&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Kang YC,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Park Gi Dae, Hong Jeong Hoo, Jung Dae Soo, Lee Jong-Heun, Kang Yun Chan",15766-15773,Article,JOURNAL OF MATERIALS CHEMISTRY A,
431,Synthesis Process of CoSeO3 Microspheres for Unordinary Li-ion Storage Performances and Mechanism of Their Conversion Reaction with Li ions,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=72&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Kang YC,"WILEY-V C H VERLAG GMBH, POSTFACH 101161, 69451 WEINHEIM, GERMANY","Park Gi Dae, Hong Jeong Hoo, Choi Jae Hun, Lee Jong-Heun, Kim Yang Soo, Kang Yun Chan",1901320,Article,SMALL,
432,"Carbon microspheres with micro- and mesopores synthesized via spray pyrolysis for high-energy-density, electrical-double-layer capacitors",http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=75&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Kang YC,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Yoo Yongju, Park Gi Dae, Kang Yun Chan",193-200,Article,CHEMICAL ENGINEERING JOURNAL,
433,Fabrication of bimodal micro-mesoporous amorphous carbon-graphitic carbon-reduced graphene oxide composite microspheres prepared by pilot-scale spray drying and their application in supercapacitors,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=78&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,"Kang YC, Roh KC","PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Kwon Ha-Na, Park Gi Dae, Kang Yun Chan, Roh Kwang Chul",591-600,Article,CARBON,
434,SiO2 microparticles with carbon nanotube-derived mesopores as an efficient support for enzyme immobilization,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=81&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,"Kang YC, Lee JK","ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Kumar Ashok, Park Gi Dae, Patel Sanjay K. S., Kondaveeti Sanath, Otari Sachin, Anwar Muhammad Zahid, Kalia Vipin C., Singh Yogendra, Kim Sun Chang, Cho Byung-Kwan",1252-1264,Article,CHEMICAL ENGINEERING JOURNAL,
435,0,0,0,0,0,0,0,0,
436,0,0,0,0,0,0,0,0,
437,0,0,0,0,0,0,0,0,
438,Improving the Electrochemical Performance of Lithium Metal Batteries with Hollow Shell Microspheres and Polypyrrole Vapor Phase-Coated LiV(3)O(8 )Cathodes,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=87&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Yoon WY,"ELECTROCHEMICAL SOC INC, 65 SOUTH MAIN STREET, PENNINGTON, NJ 08534 USA","Bae Ki Yoon, Park Gi Dae, Kim Byung Hyuk, Cho Sung Ho, Kang Yun Chan, Lee Kyoung Don, Yoon Woo Young",A2919-A2924,Article,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,
439,Superior Electrochemical Properties of Composite Microspheres Consisting of Hollow Fe2O3 Nanospheres and Graphitic Carbon,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=90&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Kang YC,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Park Gi Dae, Park Seung-Keun, Kang Yun Chan",11759-+,Article,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,
440,Lithium-ion storage performances of sunflower-like and nano-sized hollow SnO2 spheres by spray pyrolysis and the nanoscale Kirkendall effect,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=93&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,Kang YC,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Park Gi Dae, Kim Jong Hwa, Kang Yun Chan",13531-13538,Article,NANOSCALE,
441,0,0,0,0,0,0,0,0,
442,0,0,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,
444,0,0,0,0,0,0,0,0,
445,Three-dimensional macroporous CNTs microspheres highly loaded with NiCo2O4 hollow nanospheres showing excellent lithium-ion storage performances,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=100&SID=C5Ov7VsGwTc3y3Eitbl&page=1&doc=1,"Kang YC, Lee JK","PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Park Gi Dae, Lee Jung-Kul, Kang Yun Chan",191-200,Article,CARBON,
446,0,0,0,0,0,0,0,0,
447,0,0,0,0,0,0,0,0,
448,Design and synthesis of Janus-structured mutually doped SnO2-Co3O4 hollow nanostructures as superior anode materials for lithium-ion batteries,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=2&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Kang YC, Lee JK","ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Park Gi Dae, Lee Jung-Kul, Kang Yun Chan",25319-25327,Article,JOURNAL OF MATERIALS CHEMISTRY A,
449,0,0,0,0,0,0,0,0,
450,0,0,0,0,0,0,0,0,
451,0,0,0,0,0,0,0,0,
452,Modeling and Simulation Using Artificial Neural Network-Embedded Cellular Automata,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=8&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Kim BS,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Kim Byeong Soo, Kim Tag Gon",24056-24061,Article,IEEE ACCESS,
453,An Integrative User-Level Customized Modeling and Simulation Environment for Smart Manufacturing,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=10&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Kim BS,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Kim Byeong Soo, Jin Yooeui, Nam Seunghoon",186637-186645,Article,IEEE ACCESS,
454,COOPERATION OF SIMULATION AND DATA MODEL FOR PERFORMANCE ANALYSIS OF COMPLEX SYSTEMS,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=12&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Kim BS,"DAAAM INTERNATIONAL VIENNA, TU WIEN, KARLSPLATZ 13-311, VIENNA, A-1040, AUSTRIA","Kim B. S., Kim T. G.",608-619,Article,INTERNATIONAL JOURNAL OF SIMULATION MODELLING,
455,Data modeling versus simulation modeling in the big data era: case study of a greenhouse control system,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=15&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Kim BS,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","Kim Byeong Soo, Kang Bong Gu, Choi Seon Han, Kim Tag Gon",579-594 특별호: SI,Article,SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,
456,Cell Seeding Technology for Microarray-Based Quantitative Human Primary Skeletal Muscle Cell Analysis,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=18&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Kim MS,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Shin Hyun Young, Lee Seung Joon, Seo Hyung Woo, Kim Min Young, Intisar Aseer, Yea Kyungmoo, Cho Sung Chun, Lee Yun-Il, Kim Young Zoon, Gurel Ogan",14214-14219,Article,ANALYTICAL CHEMISTRY,
457,Effects of exercise-induced apelin on muscle function and cognitive function in aged mice,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=20&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Lee YI, Song W","PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Kwak Seong Eun, Cho Sung Chun, Bae Jun Hyun, Lee Jihyun, Shin Hyung Eun, Zhang Di Di, Lee Yun-Il, Song Wook",UNSP 110710,Article,EXPERIMENTAL GERONTOLOGY,
458,"Satellite cell-specific ablation of Cdon impairs integrin activation, FGF signalling, and muscle regeneration",http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=22&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Kang JS, Krauss RS","WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Bae Ju-Hyeon, Hong Mingi, Jeong Hyeon-Ju, Kim Hyebeen, Lee Sang-Jin, Ryu Dongryeol, Bae Gyu-Un, Cho Sung Chun, Lee Young-Sam, Krauss Robert S.",0,Article, Early Access,JOURNAL OF CACHEXIA SARCOPENIA AND MUSCLE
459,Skeletal muscle-specific Prmt1 deletion causes muscle atrophy via deregulation of the PRMT6-FOXO3 axis,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=24&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Kang JS, Koo SH","TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA","Choi Seri, Jeong Hyeon-Ju, Kim Hyebeen, Choi Dahee, Cho Sung-Chun, Seong Je Kyung, Koo Seung-Hoi, Kang Jong-Sun",1069-1081,Article,AUTOPHAGY,
460,Glycosylation profile and biological activity of Remicade (R) compared with Flixabi (R) and Remsima (R),http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=27&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Lee C,"TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA","Lee Changsoo, Jeong Min, Lee JongAh Joanne, Seo Saebom, Cho Sung Chun, Zhang Wei, Jaquez Orlando",968-977,Article,MABS,
461,Indoprofen prevents muscle wasting in aged mice through activation of PDK1/AKT pathway,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=30&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Lee YI, Kang JS, Cho SC","WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Kim Hyebeen, Cho Sung Chun, Jeong Hyeon-Ju, Lee Hye-Young, Jeong Myong-Ho, Pyun Jung-Hoon, Ryu Dongryeol, Kim MinSeok, Lee Young-Sam, Kim Minseok S.",0,Article, Early Access,JOURNAL OF CACHEXIA SARCOPENIA AND MUSCLE
462,ZNF746/PARIS overexpression induces cellular senescence through FoxO1/p21 axis activation in myoblasts,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=33&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Kang JS, Cho SC","NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Bae Ju-Hyeon, Jeong Hyeon-Ju, Kim Hyebeen, Leem Young-Eun, Ryu Dongryeol, Park Sang Chul, Lee Yun-Il, Cho Sung Chun, Kang Jong-Sun",359,Article,CELL DEATH & DISEASE,
463,0,0,0,0,0,0,0,0,
464,0,0,0,0,0,0,0,0,
465,A rapid bio-optical sensor for diagnosing Q fever in clinical specimens,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=37&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Kim SH, Shin Y","WILEY-V C H VERLAG GMBH, POSTFACH 101161, 69451 WEINHEIM, GERMANY","Koo Bonhan, Jin Choong Eun, Park Se Yoon, Lee Tae Yoon, Nam Jeonghun, Jang Young-Rock, Kim Sun Mi, Kim Ji Yeun, Kim Sung-Han, Shin Yong",UNSP e201700167,Article,JOURNAL OF BIOPHOTONICS,
466,0,0,0,0,0,0,0,0,
467,Micromixing using a conductive liquid-based focused surface acoustic wave (CL-FSAW),http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=41&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Lim CS,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Nam Jeonghun, Jang Woong Sik, Lim Chae Seung",991-997,Article,SENSORS AND ACTUATORS B-CHEMICAL,
468,Determination of red blood cell deformability using centrifugal force in a three-dimensional printed mini-disk (3D-PMD),http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=44&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Choi H, Nam J","PUBLIC LIBRARY SCIENCE, 1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA","Lim Hyunjung, Back Seung Min, Nam Jeonghun, Choi Hyuk",0,Article,PLOS ONE,
469,Lamb wave-based blood coagulation test,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=47&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Lim CS,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Nam Jeonghun, Choi Hyunjoo, Kim Jae Young, Jang Woongsik, Lim Chae Seung",190-195,Article,SENSORS AND ACTUATORS B-CHEMICAL,
470,"Comparative evaluation of Plateletworks, Multiplate analyzer and Platelet function analyzer-200 in cardiology patients",http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=50&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Seo HS, Lim CS","IOS PRESS, NIEUWE HEMWEG 6B, 1013 BG AMSTERDAM, NETHERLANDS","Kim Jeeyong, Cho Chi Hyun, Jung Bo Kyeung, Nam Jeonghun, Seo Hong Seog, Shin Sehyun, Lim Chae Seung",257-265,Article,CLINICAL HEMORHEOLOGY AND MICROCIRCULATION,
471,Viscoelastic Separation and Concentration of Fungi from Blood for Highly Sensitive Molecular Diagnostics,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=53&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Nam J, Lim CS","NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Nam Jeonghun, Jang Woong Sik, Hong Da Hye, Lim Chae Seung",3067,Article,SCIENTIFIC REPORTS,
472,"Comparative evaluation of three dengue duo rapid test kits to detect NS1, IgM, and IgG associated with acute dengue in children in Myanmar",http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=56&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Lim CS,"PUBLIC LIBRARY SCIENCE, 1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA","Jang Woong Sik, Kwak Seung Yeon, May Win Lai, Yang Dong June, Nam Jeonghun, Lim Chae Seung",e0213451,Article,PLOS ONE,
473,Non-electrical powered continuous cell concentration for enumeration of residual white blood cells in WBC-depleted blood using a viscoelastic fluid,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=59&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Lim CS,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Nam Jeonghun, Jang Woong Sik, Lim Chae Seung",12-19,Article,TALANTA,
474,Diagnostic performance of CellaVision DM96 for Plasmodium vivax and Plasmodium falciparum screening in peripheral blood smears,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=62&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Lim CS,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Yoon Jung, Kwon Jung Ah, Yoon Soo Young, Jang Woong Sik, Yang Dong June, Nam Jeonghun, Lim Chae Seung",7-11,Article,ACTA TROPICA,
475,Continuous erythrocyte removal and leukocyte separation from whole blood based on viscoelastic cell focusing and the margination phenomenon,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=64&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Lim CS,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Nam Jeonghun, Yoon Jung, Kim Jeeyong, Jang Woong Sik, Lim Chae Seung",230-239,Article,JOURNAL OF CHROMATOGRAPHY A,
476,0,0,0,0,0,0,0,0,
477,Sheathless High-Throughput Circulating Tumor Cell Separation Using Viscoelastic non-Newtonian Fluid,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=68&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Choi H, Nam J","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Lim Hyunjung, Back Seung Min, Hwang Min Ho, Lee Dae-Hee, Choi Hyuk, Nam Jeonghun",462,Article,MICROMACHINES,
478,Performance evaluation of three rapid antigen tests for the diagnosis of group A Streptococci,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=71&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Lim CS,"BMJ PUBLISHING GROUP, BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON WC1H 9JR, ENGLAND","Kim Ha-Nui, Kim Jeeyong, Jang Woong Sik, Nam Jeonghun, Lim Chae Seung",0,Article,BMJ OPEN,
479,Lamb wave-based molecular diagnosis using DNA hydrogel formation by rolling circle amplification (RCA) process,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=74&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Lim CS,"ELSEVIER ADVANCED TECHNOLOGY, OXFORD FULFILLMENT CENTRE THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Nam Jeonghun, Jang Woong Sik, Kim Jisu, Lee Hyukjin, Lim Chae Seung",111496,Article,BIOSENSORS & BIOELECTRONICS,
480,Sheathless Shape-Based Separation of Candida Albicans Using a Viscoelastic Non-Newtonian Fluid,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=77&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Nam J, Lim CS","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Nam Jeonghun, Jee Hyunseul, Jang Woong Sik, Yoon Jung, Park Borae G., Lee Seong Jae, Lim Chae Seung",817,Article,MICROMACHINES,
481,Acoustic mixing in a dome-shaped chamber-based SAW (DC-SAW) device,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=79&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Choi H, Nam J","ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Lim Hyunjung, Back Seung Min, Choi Hyuk, Nam Jeonghun",120-125,Article,LAB ON A CHIP,
482,0,0,0,0,0,0,0,0,
483,Topical Delivery of Coenzyme Q10-Loaded Microemulsion for Skin Regeneration,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=82&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Kim ST,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Ryu Kyeong-A, Park Phil June, Kim Seong-Bo, Bin Bum-Ho, Jang Dong-Jin, Kim Sung Tae",332,Article,PHARMACEUTICS,
484,Kojyl Cinnamate Ester Derivatives Increase Adiponectin Expression and Stimulate Adiponectin-Induced Hair Growth Factors in Human Dermal Papilla Cells,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=84&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Cho EG,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Park Phil June, Cho Eun-Gyung",1859,Article,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,
485,Theaflavin-Enriched Fraction Stimulates Adipogenesis in Human Subcutaneous Fat Cells,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=87&SID=F3moJed93EpvkzZROWY&page=1&doc=1,"Kim ST, Park PJ","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Park Phil June, Rha Chan-Su, Kim Sung Tae",2034,Article,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,
486,0,0,0,0,0,0,0,0,
487,Nanoformulation-based sequential combination cancer therapy,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=91&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Oh YK,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",Shim Gayong,57-81,Review,ADVANCED DRUG DELIVERY REVIEWS,
488,0,0,0,0,0,0,0,0,
489,Light-switchable systems for remotely controlled drug delivery,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=95&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Oh YK,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Shim Gayong, Ko Seungbeom, Kim Dongyoon, Quoc-Viet Le, Park Gyu Thae, Lee Jaiwoo, Kwon Taekhyun, Choi Han-Gon, Kim Young Bong, Oh Yu-Kyoung",67-79 특별호: SI,Article, Proceedings Paper,JOURNAL OF CONTROLLED RELEASE
490,Chemokine-mimetic plerixafor derivative for tumor-specific delivery of nanomaterials,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=98&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Oh YK,"TSINGHUA UNIV PRESS, B605D, XUE YAN BUILDING, BEIJING, 100084, PEOPLES R CHINA",Ko Seungbeom,2159-2172,Article,NANO RESEARCH,
491,Inhibiting Methicillin-Resistant Staphylococcus aureus by Tetrahedral DNA Nanostructure-Enabled Antisense Peptide Nucleic Acid Delivery,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=101&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Lin YF,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Zhang Yuxin, Ma Wenjuan, Zhu Ying, Shi Sirong, Li Qianshun, Mao Chenchen, Zhao Dan, Zhan Yuxi, Shi Jiye, Li Wei",5652-5659,Article,NANO LETTERS,
492,Staphylococcus aureus-mimetic control of antibody orientation on nanoparticles,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=104&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Oh YK,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",Shim Gayong,267-277,Article,NANOMEDICINE-NANOTECHNOLOGY BIOLOGY AND MEDICINE,
493,Sequential activation of anticancer therapy triggered by tumor microenvironment-selective imaging,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=107&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Oh YK,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Shim Gayong, Quoc-Viet Le, Suh Juhan, Choi Sunhee, Kim Gunwoo, Choi Han-Gon, Kim Young Bong, Macgregor Robert B. Jr., Oh Yu-Kyoung",110-119,Article,JOURNAL OF CONTROLLED RELEASE,
494,In Situ Nanoadjuvant-Assembled Tumor Vaccine for Preventing Long-Term Recurrence,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=110&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Oh YK,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Quoc-Viet Le, Suh Juhan, Choi Jin Joo, Park Gyu Thae, Lee Jung Weon, Shim Gayong, Oh Yu-Kyoung",7442-7462,Article,ACS NANO,
495,Noncovalent tethering of nucleic acid aptamer on DNA nanostructure for targeted photo/chemo/gene therapies,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=113&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Oh YK,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",Shim Gayong,102053,Article,NANOMEDICINE-NANOTECHNOLOGY BIOLOGY AND MEDICINE,
496,Biomimetic polymeric nanoparticle-based photodynamic immunotherapy and protection against tumor rechallenge,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=115&SID=F3moJed93EpvkzZROWY&page=1&doc=1,Oh YK,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Kim Dongyoon, Oh Yu-Kyoung",1106-1116,Article,BIOMATERIALS SCIENCE,
