,Unnamed: 0,사번,논문연번,Title,cor_A,inst,Author,vol_num,paper_type,Journal,Date,Affilation,val_title,0
1719,1719,210232,24,0,0,0,0,0,0,0,0,0,unknown--,0
1720,1720,210233,61,Well-dispersed Pt nanoparticles on borane-modified graphene oxide and their electrocatalytic performance for oxygen reduction reaction,Park S.,Academic Press Inc.,"Lim Donggyu, Shim Yeonjun, Oh Junghoon, Kim Sujin, Park Sungjin",168-174,Article,Journal of Solid State Chemistry,March 2019,"Lim Donggyu[Inha University], Shim Yeonjun[Inha University], Oh Junghoon[Inha University], Kim Sujin[Inha University], Park Sungjin[Inha University]",valid,0
1721,1721,210233,62,Metal-free N-doped carbon blacks as excellent electrocatalysts for oxygen reduction reactions,Park S.,Elsevier Ltd,"Oh Junghoon, Park Sunghee, Jang Dawoon, Shin Yunseok, Lim Donggyu, Park Sungjin",481-487,Article,Carbon,April 2019,"Oh Junghoon[Inha University], Park Sunghee[Inha University], Jang Dawoon[Inha University], Shin Yunseok[Inha University], Lim Donggyu[Inha University], Park Sungjin[Inha University]",valid,0
1722,1722,210234,45,0,0,0,0,0,0,0,0,0,unknown--,0
1723,1723,210234,46,Do analysts fully reflect information in patents about future earnings?,Lee J.,MDPI AG,"Goh Jaimin, Lee Jaehong, Hur Wonchang, Ju Yunchang",2869,Article,Sustainability (Switzerland)Open Access,1 May 2019,"Goh Jaimin[Inha University], Lee Jaehong[Kyonggi University], Hur Wonchang[Inha University], Ju Yunchang[Inha University]",valid,0
1724,1724,210234,47,0,0,0,0,0,0,0,0,0,unknown--,0
1725,1725,210234,48,0,0,0,0,0,0,0,0,0,unknown--,0
1726,1726,210234,49,0,0,0,0,0,0,0,0,0,unknown--,0
1727,1727,210235,37,The effect of actual workplace learning on job satisfaction and organizational commitment: The moderating role of intrinsic learning motive,Ryu G.,Emerald Group Publishing Ltd.,"Ryu Geunpil, Moon Seonggin",481-497,Article,Journal of Workplace Learning,14 October 2019,"Ryu Geunpil[Chonnam National University], Moon Seonggin[Inha University]",valid,0
1728,1728,210235,38,0,0,0,0,0,0,0,0,0,unknown--,0
1729,1729,211007,16,"LLT polynomials, chromatic quasisymmetric functions and graphs with cycles",Alexandersson P.,Elsevier B.V.,"Alexandersson Per, Panova Greta C.",3453-3482,Article,Discrete Mathematics,December 2018,"Alexandersson Per[The Royal Institute of Technology (KTH)], Panova Greta C.[USC]",invalid (0.45),0
1730,1730,211007,17,Refined enumeration of vertices among all rooted ordered d-trees,Copyright 2019 Elsevier B.V. All rights reserved.,Korean Mathematical Society,"Kim Sangwook, Seo Seunghyun, Shin Heesung",899-910,Article,Bulletin of the Korean Mathematical Society,2019,"Kim Sangwook[Chonnam National University], Seo Seunghyun[Kangwon National University], Shin Heesung[Inha University]",valid,0
1731,1731,211058,11,0,0,0,0,0,0,0,0,0,unknown--,0
1732,1732,211058,12,0,0,0,0,0,0,0,0,0,unknown--,0
1733,1733,211058,13,Virtual vs. actual body: applicability of anthropomorphic avatars to enhance exploratory creativity in architectural design education,Cho M.,Taylor and Francis Ltd.,"Hong Seung-wan, Park Jiyoung, Cho Minjung",520-527,Article,Architectural Science Review,2 November 2019,"Hong Seung-wan[Inha University], Park Jiyoung[Inha University], Cho Minjung[Inha University]",valid,0
1734,1734,211059,53,A field study on application of infrared thermography for estimating mean radiant temperatures in large stadiums,Jo J.-H.,Elsevier Ltd,"Lee Dong-seok, Kim Eui Jong, Cho Young-hum, Kang Joowon, Jo Jae-hun",109360,Article,Energy and Buildings,1 November 2019,"Lee Dong-seok[Inha University], Kim Eui Jong[Inha University], Cho Young-hum[Yeungnam University], Kang Joowon[Yeungnam University], Jo Jae-hun[Inha University]",valid,0
1735,1735,211059,54,Development of virtual air flow sensor using in-situ damper performance curve in VAV terminal unit,Cho Y.-H.,MDPI AG,"Kim Hyo-jun, Jo Jae-hun, Cho Young-hum",4307,Article,EnergiesOpen Access,12 November 2019,"Kim Hyo-jun[Yeungnam University], Jo Jae-hun[Inha University], Cho Young-hum[Yeungnam University]",valid,0
1736,1736,211059,55,0,0,0,0,0,0,0,0,0,unknown--,0
1737,1737,211060,11,Development of reservoir economic indicator for Barnett Shale gas potential evaluation based on the reservoir and hydraulic fracturing parameters,Shin H.,Elsevier B.V.,"Nguyen-Le Viet, Shin Hyundon",159-167,Article,Journal of Natural Gas Science and Engineering,June 2019,"Nguyen-Le Viet[Inha University], Shin Hyundon[Inha University]",valid,0
1738,1738,211060,12,Effect of reservoir characteristics on the productivity and production forecasting of the Montney shale gas in Canada,Shin H.,Elsevier B.V.,"Kim Gvan Dek, Lee Hyunsuk, Chen Zhuoheng, Athichanagorn Suwat, Shin Hyundon",106276,Article,Journal of Petroleum Science and Engineering,November 2019,"Kim Gvan Dek[Inha University], Lee Hyunsuk[Korea Institute of Geoscience and Mineral Resources], Chen Zhuoheng[Geological Survey of Canada], Athichanagorn Suwat[Chulalongkorn University], Shin Hyundon[Inha University]",valid,0
1739,1739,211060,13,"Optimization of well placement and operating conditions for various well patterns in CO2 sequestration in the Pohang Basin, Korea",Shin H.,Elsevier Ltd,"Jun Changhyeok, Kim Min, Shin Hyundon",102810,Article,International Journal of Greenhouse Gas Control,November 2019,"Jun Changhyeok[Inha University], Kim Min[Inha University], Shin Hyundon[Inha University]",valid,0
1740,1740,211060,14,"Application of a dual tubing CO2 injection-water production horizontal well pattern for improving the CO2 storage capacity and reducing the CAPEX: A case study in Pohang basin, Korea",Shin H.,Elsevier Ltd,"Kim Min, Shin Hyundon",102813,Article,International Journal of Greenhouse Gas Control,November 2019,"Kim Min[Inha University], Shin Hyundon[Inha University]",valid,0
1741,1741,211063,77,0,0,0,0,0,0,0,0,0,unknown--,0
1742,1742,211063,78,0,0,0,0,0,0,0,0,0,unknown--,0
1743,1743,211063,79,0,0,0,0,0,0,0,0,0,unknown--,0
1744,1744,211064,83,0,0,0,0,0,0,0,0,0,unknown--,0
1745,1745,211064,84,0,0,0,0,0,0,0,0,0,unknown--,0
1746,1746,211064,85,0,0,0,0,0,0,0,0,0,unknown--,0
1747,1747,211064,86,0,0,0,0,0,0,0,0,0,unknown--,0
1748,1748,211064,88,0,0,0,0,0,0,0,0,0,unknown--,0
1749,1749,211064,89,0,0,0,0,0,0,0,0,0,unknown--,0
1750,1750,211064,90,0,0,0,0,0,0,0,0,0,unknown--,0
1751,1751,211064,91,0,0,0,0,0,0,0,0,0,unknown--,0
1752,1752,211064,92,0,0,0,0,0,0,0,0,0,unknown--,0
1753,1753,211064,93,0,0,0,0,0,0,0,0,0,unknown--,0
1754,1754,211064,94,0,0,0,0,0,0,0,0,0,unknown--,0
1755,1755,211064,95,0,0,0,0,0,0,0,0,0,unknown--,0
1756,1756,211065,40,0,0,0,0,0,0,0,0,0,unknown--,0
1757,1757,211065,41,0,0,0,0,0,0,0,0,0,unknown--,0
1758,1758,211065,42,0,0,0,0,0,0,0,0,0,unknown--,0
1759,1759,211065,43,0,0,0,0,0,0,0,0,0,unknown--,0
1760,1760,211065,44,0,0,0,0,0,0,0,0,0,unknown--,0
1761,1761,211065,45,0,0,0,0,0,0,0,0,0,unknown--,0
1762,1762,211065,46,0,0,0,0,0,0,0,0,0,unknown--,0
1763,1763,211066,25,Comparison between an electronic version of the foot and ankle outcome score and the standard paper version: A randomized multicenter study,Choi Y.,Lippincott Williams and Wilkins,"Park Jae-yong, Kim Bom-soo, Lee Hyun-june, Kim Yu-mi, Kim Hyongnyun, Kang Hwa-jun, Cho Jaeho, Choi Seong-ju, Choi Youngrak",e17440,Article,Medicine (United States)Open Access,1 October 2019,"Park Jae-yong[Hallym University], Kim Bom-soo[Inha University Hospital], Lee Hyun-june[Wonkwang University], Kim Yu-mi[Wonkwang University], Kim Hyongnyun[Hallym University], Kang Hwa-jun[Hallym University], Cho Jaeho[Hallym University], Choi Seong-ju[College of Medicine], Choi Youngrak[Asan Medical Center]",valid,0
1764,1764,211066,26,0,0,0,0,0,0,0,0,0,unknown--,0
1765,1765,211066,27,Effects of human placenta extract (Laennec) on ligament healing in a rodent model,Kim B.S.,Pharmaceutical Society of Japan,"Shin Eun-ho, Kim Moonhang, Hada Binika, Oh Chang-taek, Jang Min-jung, Kim Jeom-yong, Han Haejung, Kim Dong-hwan, Choi Byung-hyune, Kim Bom-soo",1988-1995,Article,Biological and Pharmaceutical Bulletin,2019,"Shin Eun-ho[Haneul Orthopedic Hospital], Kim Moonhang[Seoul National University Hospital], Hada Binika[Inha University], Oh Chang-taek[Chung-Ang University], Jang Min-jung[Green Cross WellBeing Corporation], Kim Jeom-yong[Cancer Research Institute], Han Haejung[Green Cross WellBeing Corporation], Kim Dong-hwan[Green Cross WellBeing Corporation], Choi Byung-hyune[Inha University], Kim Bom-soo[Inha University Hospital]",valid,0
1766,1766,211070,62,Melatonin Levels in Patients with Primary Open-angle Glaucoma with High or Low Intraocular Pressure,Kim N.R.,Lippincott Williams and Wilkins,"Kim Jung-yong, Jeong Ah-reum, Chin Hee-seung, Kim Na-rae",154-160,Article,Journal of Glaucoma,1 February 2019,"Kim Jung-yong[Inha University], Jeong Ah-reum[Inha University], Chin Hee-seung[Inha University Hospital], Kim Na-rae[Inha University]",valid,0
1767,1767,211070,63,0,0,0,0,0,0,0,0,0,unknown--,0
1768,1768,211072,24,0,0,0,0,0,0,0,0,0,unknown--,0
1769,1769,211196,18,0,0,0,0,0,0,0,0,0,unknown--,0
1770,1770,211203,29,0,0,0,0,0,0,0,0,0,unknown--,0
1771,1771,211203,30,Measuring the efficiency changes of private universities of Korea: A two-stage network data envelopment analysis,Oh D.-H.,Elsevier Inc.,"Shamohammadi Mehdi, Oh Donghyun",119730,Article,Technological Forecasting and Social Change,November 2019,"Shamohammadi Mehdi[Inha University], Oh Donghyun[Inha University]",valid,0
1772,1772,211204,47,Durable soft neural micro-electrode coating by an electrochemical synthesis of PEDOT:PSS / graphene oxide composites,Shim B.S.,Elsevier Ltd,"Lee Seunghyeon, Eom Taesik, Kim Min-kyoung, Yang Sugeun, Shim Bong Sup",79-90,Article,Electrochimica Acta,1 August 2019,"Lee Seunghyeon[Inha University], Eom Taesik[Inha University], Kim Min-kyoung[Inha University], Yang Sugeun[Inha University], Shim Bong Sup[Inha University]",valid,0
1773,1773,211204,48,"Impedimetric biosensors for detecting vascular endothelial growth factor (VEGF) based on poly(3,4-ethylene dioxythiophene) (PEDOT)/gold nanoparticle (Au NP) composites",Martin D.C.,Frontiers Media S.A.,"Kim Minsoo, Iezzi Raymond, Shim Bong Sup, Martin David C.",234,Article,Frontiers in ChemistryOpen Access,2019,"Kim Minsoo[University of Delaware], Iezzi Raymond[Mayo Clinic], Shim Bong Sup[Inha University], Martin David C.[University of Delaware]",valid,0
1774,1774,211204,49,0,0,0,0,0,0,0,0,0,unknown--,0
1775,1775,211204,50,0,0,0,0,0,0,0,0,0,unknown--,0
1776,1776,211204,51,Nutricosmetics: A brief overview,Dini I.,John Wiley and Sons Ltd,"Dini Irene, Laneri Sonia",3054-3063,Review,Phytotherapy Research,1 December 2019,"Dini Irene[Università degli Studi di Napoli Federico II], Laneri Sonia[Università degli Studi di Napoli Federico II]",invalid (0.44),0
1777,1777,211204,52,Naturally Derived Melanin Nanoparticle Composites with High Electrical Conductivity and Biodegradability,Shim B.S.,Wiley-VCH Verlag,"Eom Taesik, Jeon Jisoo, Lee Seunghyeon, Woo Kyungbae, Heo Jae-eun, Martin David C., Wie Jeong Jae, Shim Bong Sup",1900166,Article,Particle and Particle Systems Characterization,1 October 2019,"Eom Taesik[Inha University], Jeon Jisoo[Inha University], Lee Seunghyeon[Inha University], Woo Kyungbae[Inha University], Heo Jae-eun[Inha University], Martin David C.[University of Delaware], Wie Jeong Jae[Inha University], Shim Bong Sup[Inha University]",valid,0
1778,1778,211204,53,Controlled release of doxorubicin from polyethylene glycol functionalized melanin nanoparticles for breast cancer therapy: Part I. Production and drug release performance of the melanin nanoparticles,Mutlu M.,Elsevier B.V.,"Ozlu Busra, Kabay Gözde, Bocek Ilyas, Yilmaz Merve, Pişkin Ayse Kevser, Shim Bong Sup, Mutlu Mehmet Burçin",118613,Article,International Journal of Pharmaceutics,30 October 2019,"Ozlu Busra[Inha University], Kabay Gözde[TOBB University of Economics and Technology], Bocek Ilyas[TOBB University of Economics and Technology], Yilmaz Merve[Hacettepe Üniversitesi], Pişkin Ayse Kevser[Hacettepe Üniversitesi], Shim Bong Sup[Inha University], Mutlu Mehmet Burçin[Eskisehir Technical University]",valid,0
1779,1779,211205,111,Improvement of energy storage characteristics of (Ba0.7Ca0.3)TiO3 thick films by the increase of electric breakdown strength from nano-sized grains,Jeong D.-Y.,Korea Federation of Science and Technology,"Lee Ju-seung, Yoon Songhyeon, Lim Ji-ho, Park Chun-kil, Ryu Jungho, Jeong Daeyong",73-78,Article,Korean Journal of Materials Research,2019,"Lee Ju-seung[Inha University], Yoon Songhyeon[Inha University], Lim Ji-ho[Inha University], Park Chun-kil[Inha University], Ryu Jungho[Yeungnam University], Jeong Daeyong[Inha University]",invalid (0.26),0
1780,1780,211205,112,Fabrication of high density BZN-PVDF composite film by aerosol deposition for high energy storage properties,Jeong D.-Y.,Korea Federation of Science and Technology,"Lim Ji-ho, Kim Jinwoo, Lee Seung-hee, Park Chun-kil, Ryu Jungho, Choi Doo-hyun, Jeong Daeyong",175-182,Article,Korean Journal of Materials Research,2019,"Lim Ji-ho[Inha University], Kim Jinwoo[Massachusetts Institute of Technology], Lee Seung-hee[Inha University], Park Chun-kil[Inha University], Ryu Jungho[Yeungnam University], Choi Doo-hyun[Agency for Defense Development], Jeong Daeyong[Inha University]",invalid (0.15),0
1781,1781,211205,113,0,0,0,0,0,0,0,0,0,unknown--,0
1782,1782,211205,114,"Fast abnormal grain growth behavior and electric properties of lead-free piezoelectric (K,Na)NbO3-Ba(Cu,Nb)O3 grains through transient liquid phase",Jeong D.-Y.,Korea Federation of Science and Technology,"Lim Ji-ho, Lee Ju-seung, Lee Seung-hee, Jung Hanbo, Park Chun-kil, Ahn Cheolwoo, Yoo Ilryeol, Cho Kyung-hoon, Jeong Daeyong",205-210,Article,Korean Journal of Materials Research,2019,"Lim Ji-ho[Inha University], Lee Ju-seung[Inha University], Lee Seung-hee[Inha University], Jung Hanbo[Inha University], Park Chun-kil[Inha University], Ahn Cheolwoo[Korea Institute of Materials Science], Yoo Ilryeol[Kumoh National Institute of Technology], Cho Kyung-hoon[Kumoh National Institute of Technology], Jeong Daeyong[Inha University]",invalid (0.28),0
1783,1783,211205,115,0,0,0,0,0,0,0,0,0,unknown--,0
1784,1784,211205,116,A comparison study of fatigue behavior of hard and soft piezoelectric single crystal macro-fiber composites for vibration energy harvesting,Hwang G.-T.,MDPI AG,"Peddigari Mahesh, Kim Ga-yeon, Park Chanhee, Min Yuho, Kim Jongwoo, Ahn Cheolwoo, Choi Jongjin, Hahn Byung-dong, Choi Joon-hwan, Park Dongsoo, Hong Jaekeun, Yeom Jong-taek, Park Kwi-il, Jeong Daeyong, Yoon Woon-ha, Ryu Jungho, Hwang Geon-tae",2196,Article,Sensors (Switzerland)Open Access,1 May 2019,"Peddigari Mahesh[Korea Institute of Materials Science], Kim Ga-yeon[Korea Institute of Materials Science], Park Chanhee[Korea Institute of Materials Science], Min Yuho[Korea Institute of Materials Science], Kim Jongwoo[The Advanced Photon Source], Ahn Cheolwoo[Korea Institute of Materials Science], Choi Jongjin[Korea Institute of Materials Science], Hahn Byung-dong[Korea Institute of Materials Science], Choi Joon-hwan[Korea Institute of Materials Science], Park Dongsoo[Korea Institute of Materials Science], Hong Jaekeun[Korea Institute of Materials Science], Yeom Jong-taek[Korea Institute of Materials Science], Park Kwi-il[Kyungpook National University], Jeong Daeyong[Inha University], Yoon Woon-ha[Korea Institute of Materials Science], Ryu Jungho[Yeungnam University], Hwang Geon-tae[Korea Institute of Materials Science]",valid,0
1785,1785,211205,117,Prospects and challenges of the electrocaloric phenomenon in ferroelectric ceramics,Jeong D.-Y.,Royal Society of Chemistry,"Kumar Ajeet, Thakre Atul, Jeong Daeyong, Ryu Jungho",6836-6859,Article,Journal of Materials Chemistry C,2019,"Kumar Ajeet[Yeungnam University], Thakre Atul[Yeungnam University], Jeong Daeyong[Inha University], Ryu Jungho[Yeungnam University]",valid,0
1786,1786,211205,118,"Dielectric, ferroelectric, energy storage, and pyroelectric properties of Mn-doped (Pb0.93La0.07)(Zr0.82Ti0.18)O3 anti-ferroelectric ceramics",Ryu J.,Korean Ceramic Society,"Kumar Ajeet, Yoon Jang Yuel, Thakre Atul, Peddigari Mahesh, Jeong Daeyong, Kong Young-min, Ryu Jungho",412-420,Article,Journal of the Korean Ceramic Society,2019,"Kumar Ajeet[Yeungnam University], Yoon Jang Yuel[Yeungnam University], Thakre Atul[Yeungnam University], Peddigari Mahesh[Korea Institute of Materials Science], Jeong Daeyong[Inha University], Kong Young-min[Ulsan University], Ryu Jungho[Yeungnam University]",valid,0
1787,1787,211205,119,A comparative investigation of structural and optical properties of annealing modified mullite bismuth ferrite,Dabra N.,Taylor and Francis Inc.,"Kaur Baljinder, Singh Lakhbir, Garg Tarun, Jeong Daeyong, Dabra Navneet, Hundal Jasbir Singh",52-63,Article,"Ferroelectrics, Letters Section",28 June 2019,"Kaur Baljinder[Punjabi University], Singh Lakhbir[Maharaja Ranjit Singh Punjab Technical University], Garg Tarun[Punjabi University], Jeong Daeyong[Inha University], Dabra Navneet[Punjabi University], Hundal Jasbir Singh[Maharaja Ranjit Singh Punjab Technical University]",valid,0
